eregistry_key,irn,Levels,Key1,Key2,Key3,Key4,Key5,Key6,Key7,Key8,Key9,Key10,Value,SummaryData,AdmImportIdentifier,AdmInsertedBy,AdmDateInserted,AdmTimeInserted,AdmDateModified,AdmTimeModified,AdmModifiedBy,OwnerId,AdmPublishWebNoPassword,AdmPublishWebPassword,SecRecordStatus,AdmSystemIdentifier
4743,276566,6,"User","lduerr","Table","etaxonomy","Ditto","History","","","","",":37542;37543;37544:37544","User|lduerr|Table|etaxonomy|Ditto|History|:37542;37543;37544:37544","","Lily Duerr",2024-10-10,"16:24:10",2024-10-10,"16:24:10","Lily Duerr","lduerr","","","",""
4744,277186,5,"User","lduerr","Table","etaxonomy","Sort Selected","","","","","","Summary Data","User|lduerr|Table|etaxonomy|Sort Selected|Summary Data","","Lily Duerr",2024-10-23,"10:31:18",2024-10-23,"10:31:18","Lily Duerr","lduerr","","","",""
4745,3777,5,"User","lfranks","Setting","Statistics","Help","","","","","","5","User|lfranks|Setting|Statistics|Help|5","","emu",2018-01-16,"21:18:04",2018-01-16,"21:18:04","emu","lfranks","","","",""
4746,3778,6,"User","lfranks","Table","ecatalogue","Ditto","History","","","","",":150986;214485;25909;9210;250289;45023;45022;144344;221781;132242:132242","User|lfranks|Table|ecatalogue|Ditto|History|:150986;214485;25909;9210;250289;45023;45022;144344;221781;132242:132242","","emu",2018-01-16,"21:18:04",2018-01-16,"21:18:04","emu","lfranks","","","",""
4747,3779,6,"User","lfranks","Table","ecollectionevents","Ditto","History","","","","",":16778;23373;6135;5085;7597;7598;27187;16162;24171;15002:15002","User|lfranks|Table|ecollectionevents|Ditto|History|:16778;23373;6135;5085;7597;7598;27187;16162;24171;15002:15002","","emu",2018-01-16,"21:18:04",2018-01-16,"21:18:04","emu","lfranks","","","",""
4748,3780,6,"User","lfranks","Table","elocations","Ditto","History","","","","",":4224;909;2321;5176;11041;6892;4157;371;5958:5958","User|lfranks|Table|elocations|Ditto|History|:4224;909;2321;5176;11041;6892;4157;371;5958:5958","","emu",2018-01-16,"21:18:04",2018-01-16,"21:18:04","emu","lfranks","","","",""
4749,3781,6,"User","lfranks","Table","eparties","Ditto","History","","","","",":24674;13577;13812;13967:13967","User|lfranks|Table|eparties|Ditto|History|:24674;13577;13812;13967:13967","","emu",2018-01-16,"21:18:04",2018-01-16,"21:18:04","emu","lfranks","","","",""
4750,3782,5,"User","lfranks","Table","eparties","Sort Selected","","","","","","Summary Data","User|lfranks|Table|eparties|Sort Selected|Summary Data","","emu",2018-01-16,"21:18:04",2018-01-16,"21:18:04","emu","lfranks","","","",""
4751,4124,3,"User","lharvey","Group","","","","","","","","","User|lharvey|Group|","","emu",2018-01-16,"21:18:04",2024-01-26,"14:42:11","Melissa Bechhoefer","mbechhoefer","","","",""
4752,136818,5,"User","lharvey","Setting","Language","Prompts","","","","","","0","User|lharvey|Setting|Language|Prompts|0","","Larry Harvey",2020-03-12,"13:41:22",2020-03-12,"13:41:22","Larry Harvey","lharvey","","","",""
4753,3784,5,"User","lharvey","Setting","Statistics","Help","","","","","","1","User|lharvey|Setting|Statistics|Help|1","","emu",2018-01-16,"21:18:04",2018-01-16,"21:18:04","emu","lharvey","","","",""
4754,59704,6,"User","lharvey","Table","ecatalogue","Column Access","LocAcceptedByRef","","","","","dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery;duReplace","User|lharvey|Table|ecatalogue|Column Access|LocAcceptedByRef|dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery;duReplace","","Sam Schiller",2018-12-17,"11:23:03",2018-12-17,"11:30:23","Sam Schiller","sschiller","No","No","","sschiller-181217-1120"
4755,59705,6,"User","lharvey","Table","ecatalogue","Column Access","LocCurrentLocationRef","","","","","dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery;duReplace","User|lharvey|Table|ecatalogue|Column Access|LocCurrentLocationRef|dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery;duReplace","","Sam Schiller",2018-12-17,"11:23:04",2018-12-17,"11:30:23","Sam Schiller","sschiller","No","No","","sschiller-181217-1120"
4756,59706,6,"User","lharvey","Table","ecatalogue","Column Access","LocDateMoved","","","","","dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery;duReplace","User|lharvey|Table|ecatalogue|Column Access|LocDateMoved|dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery;duReplace","","Sam Schiller",2018-12-17,"11:23:04",2018-12-17,"11:30:23","Sam Schiller","sschiller","No","No","","sschiller-181217-1120"
4757,59707,6,"User","lharvey","Table","ecatalogue","Column Access","LocMovementNotes","","","","","dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery;duReplace","User|lharvey|Table|ecatalogue|Column Access|LocMovementNotes|dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery;duReplace","","Sam Schiller",2018-12-17,"11:23:04",2018-12-17,"11:30:23","Sam Schiller","sschiller","No","No","","sschiller-181217-1120"
4758,59708,6,"User","lharvey","Table","ecatalogue","Column Access","LocReleasedByRef","","","","","dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery;duReplace","User|lharvey|Table|ecatalogue|Column Access|LocReleasedByRef|dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery;duReplace","","Sam Schiller",2018-12-17,"11:23:04",2018-12-17,"11:30:23","Sam Schiller","sschiller","No","No","","sschiller-181217-1120"
4759,59709,6,"User","lharvey","Table","ecatalogue","Column Access","LocRequestedByRef","","","","","dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery;duReplace","User|lharvey|Table|ecatalogue|Column Access|LocRequestedByRef|dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery;duReplace","","Sam Schiller",2018-12-17,"11:23:04",2018-12-17,"11:30:23","Sam Schiller","sschiller","No","No","","sschiller-181217-1120"
4760,59710,6,"User","lharvey","Table","ecatalogue","Column Access","LocTimeMoved","","","","","dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery;duReplace","User|lharvey|Table|ecatalogue|Column Access|LocTimeMoved|dvDisplay;dvEdit;duEdit;dvInsert;duInsert;dvQuery;duQuery;duReplace","","Sam Schiller",2018-12-17,"11:23:04",2018-12-17,"11:30:23","Sam Schiller","sschiller","No","No","","sschiller-181217-1120"
4761,109831,6,"User","lharvey","Table","ecatalogue","Ditto","History","","","","",":267047;246261;223226;76443;94979;87399;119682;89246;97130;371171:371171","User|lharvey|Table|ecatalogue|Ditto|History|:267047;246261;223226;76443;94979;87399;119682;89246;97130;371171:371171","","Larry Harvey",2019-10-17,"14:03:51",2019-10-17,"14:03:51","Larry Harvey","lharvey","","","",""
4762,62782,6,"User","lharvey","Table","ecatalogue","List Columns","cat, id, culture, location","","","","","CatCatalogNumber=100;IdeObjectIdentification_tab=100;CulManufactCultureRecent_tab=100;LocCurrentLocation=100#17","User|lharvey|Table|ecatalogue|List Columns|cat, id, culture, location|CatCatalogNumber=100;IdeObjectIdentification_tab=100;CulManufactCultureRecent_tab=100;LocCurrentLocation=100#17","","Larry Harvey",2019-01-17,"09:08:25",2019-01-17,"09:08:25","Larry Harvey","lharvey","","","",""
4763,62784,5,"User","lharvey","Table","ecatalogue","List Columns Selected","","","","","","cat, id, culture, location","User|lharvey|Table|ecatalogue|List Columns Selected|cat, id, culture, location","","Larry Harvey",2019-01-17,"09:08:38",2019-01-17,"09:08:38","Larry Harvey","lharvey","","","",""
4764,59759,5,"User","lharvey","Table","ecatalogue","Operations","","","","","","daDisplay
daEdit
daInsert
daQuery
daReport
daReplace
daDittoAll
daReplace","User|lharvey|Table|ecatalogue|Operations|daDisplay  daEdit  daInsert  daQuery  daReport  daReplace  daDittoAll  daReplace","","Sam Schiller",2018-12-17,"11:39:09",2018-12-17,"11:39:09","Sam Schiller","sschiller","No","No","","sschiller-181217-1137"
4765,132156,5,"User","lharvey","Table","ecatalogue","Sort Selected","","","","","","Catalog Number word based","User|lharvey|Table|ecatalogue|Sort Selected|Catalog Number word based","","Larry Harvey",2020-02-20,"13:49:20",2020-02-20,"13:49:20","Larry Harvey","lharvey","","","",""
4766,76803,6,"User","lharvey","Table","elocations","Ditto","History","","","","",":16278:16278","User|lharvey|Table|elocations|Ditto|History|:16278:16278","","Larry Harvey",2019-05-02,"12:48:46",2019-05-02,"12:48:46","Larry Harvey","lharvey","","","",""
4767,77049,6,"User","lharvey","Table","elocations","Sort","location order","","","","","LocLevel2;--wordbased","User|lharvey|Table|elocations|Sort|location order|LocLevel2;--wordbased","","Jeff Phegley",2019-05-06,"10:57:06",2019-05-06,"10:57:06","Jeff Phegley","jphegley","","","",""
4768,3788,5,"User","lharvey","Table","elocations","Sort Selected","","","","","","Summary Data","User|lharvey|Table|elocations|Sort Selected|Summary Data","","emu",2018-01-16,"21:18:04",2018-01-16,"21:18:04","emu","lharvey","","","",""
4769,3789,6,"User","lharvey","Table","eparties","Ditto","History","","","","",":35259;35261;5760;8247;35275;35277;35278;35280;35378;35279:35279","User|lharvey|Table|eparties|Ditto|History|:35259;35261;5760;8247;35275;35277;35278;35280;35378;35279:35279","","emu",2018-01-16,"21:18:04",2018-01-16,"21:18:04","emu","lharvey","","","",""
4770,4125,3,"User","lhavens","Group","","","","","","","","","User|lhavens|Group|","","emu",2018-01-16,"21:18:04",2024-01-29,"08:36:41","Melissa Bechhoefer","mbechhoefer","","","",""
4771,84518,3,"User","lhirsch","Group","","","","","","","","","User|lhirsch|Group|","","Evelyn Busch",2019-06-18,"10:21:27",2024-01-26,"14:46:02","Melissa Bechhoefer","ebusch","No","No","",""
4772,3023,3,"User","livy","Group","","","","","","","","","User|livy|Group|","","emu",2018-01-16,"21:18:03",2024-01-26,"14:40:52","Melissa Bechhoefer","emu","","","",""
4773,3840,5,"User","livy","Setting","Language","Prompts","","","","","","0","User|livy|Setting|Language|Prompts|0","","emu",2018-01-16,"21:18:04",2018-01-16,"21:18:04","emu","livy","","","",""
4774,3841,5,"User","livy","Setting","Statistics","Help","","","","","","786","User|livy|Setting|Statistics|Help|786","","emu",2018-01-16,"21:18:04",2018-01-16,"21:18:04","emu","livy","","","",""
4775,3842,6,"User","livy","Table","eaccessionlots","Ditto","History","","","","",":19553;19561;19598;19474;19534;19599;19597;12128;2094;3638:3638","User|livy|Table|eaccessionlots|Ditto|History|:19553;19561;19598;19474;19534;19599;19597;12128;2094;3638:3638","","emu",2018-01-16,"21:18:04",2018-01-16,"21:18:04","emu","livy","","","",""
4776,3843,6,"User","livy","Table","eaccessionlots","List Columns","desc","","","","","LotLotNumber=100;TraDmnsTransactionDescription=100#17","User|livy|Table|eaccessionlots|List Columns|desc|LotLotNumber=100;TraDmnsTransactionDescription=100#17","","emu",2018-01-16,"21:18:04",2018-01-16,"21:18:04","emu","livy","","","",""
4777,3844,5,"User","livy","Table","eaccessionlots","Report Selected","","","","","","Summary Accession","User|livy|Table|eaccessionlots|Report Selected|Summary Accession","","emu",2018-01-16,"21:18:04",2018-01-16,"21:18:04","emu","livy","","","",""
4778,3845,5,"User","livy","Table","eaccessionlots","Sort Selected","","","","","","Summary Data","User|livy|Table|eaccessionlots|Sort Selected|Summary Data","","emu",2018-01-16,"21:18:04",2018-01-16,"21:18:04","emu","livy","","","",""
4779,3847,6,"User","livy","Table","eaudit","Sort","Summary data","","","","","-SummaryData;--wordbased","User|livy|Table|eaudit|Sort|Summary data|-SummaryData;--wordbased","","emu",2018-01-16,"21:18:04",2018-01-16,"21:18:04","emu","livy","","","",""
4780,3846,5,"User","livy","Table","eaudit","Sort Selected","","","","","","Summary data","User|livy|Table|eaudit|Sort Selected|Summary data","","emu",2018-01-16,"21:18:04",2018-01-16,"21:18:04","emu","livy","","","",""
4781,3848,6,"User","livy","Table","ebibliography","Ditto","History","","","","",":1460;1458;1470;1476;1479;1480;1543;1588;1657:1657","User|livy|Table|ebibliography|Ditto|History|:1460;1458;1470;1476;1479;1480;1543;1588;1657:1657","","emu",2018-01-16,"21:18:04",2018-01-16,"21:18:04","emu","livy","","","",""
4782,3849,5,"User","livy","Table","ebibliography","Sort Selected","","","","","","Summary Data","User|livy|Table|ebibliography|Sort Selected|Summary Data","","emu",2018-01-16,"21:18:04",2018-01-16,"21:18:04","emu","livy","","","",""
4783,3850,6,"User","livy","Table","ecatalogue","Ditto","History","","","","",":268670;99871;599270;599282;599283;599287;599300;599305;541991;149642:149642","User|livy|Table|ecatalogue|Ditto|History|:268670;99871;599270;599282;599283;599287;599300;599305;541991;149642:149642","","emu",2018-01-16,"21:18:04",2018-01-16,"21:18:04","emu","livy","","","",""
4784,3851,6,"User","livy","Table","ecatalogue","Ditto","Update On Save","","","","","true","User|livy|Table|ecatalogue|Ditto|Update On Save|true","","emu",2018-01-16,"21:18:04",2018-01-16,"21:18:04","emu","livy","","","",""
4785,3857,6,"User","livy","Table","ecatalogue","List Columns","admin","","","","","CatCatalogNumber=100;AdmDateModified=100#17","User|livy|Table|ecatalogue|List Columns|admin|CatCatalogNumber=100;AdmDateModified=100#17","","emu",2018-01-16,"21:18:04",2018-01-16,"21:18:04","emu","livy","","","",""
4786,3852,6,"User","livy","Table","ecatalogue","List Columns","Admin dump","","","","","CatCatalogNumber=100;AdmOriginalData=100#17","User|livy|Table|ecatalogue|List Columns|Admin dump|CatCatalogNumber=100;AdmOriginalData=100#17","","emu",2018-01-16,"21:18:04",2018-01-16,"21:18:04","emu","livy","","","",""
4787,3858,6,"User","livy","Table","ecatalogue","List Columns","annotations","","","","","CatCatalogNumber=332;NotNotes=332#17","User|livy|Table|ecatalogue|List Columns|annotations|CatCatalogNumber=332;NotNotes=332#17","","emu",2018-01-16,"21:18:04",2018-01-16,"21:18:04","emu","livy","","","",""
4788,3859,6,"User","livy","Table","ecatalogue","List Columns","associations","","","","","CatCatalogNumber=100;AssAssociations_tab=100;AssAssociationsRole_tab=100#17","User|livy|Table|ecatalogue|List Columns|associations|CatCatalogNumber=100;AssAssociations_tab=100;AssAssociationsRole_tab=100#17","","emu",2018-01-16,"21:18:04",2018-01-16,"21:18:04","emu","livy","","","",""
4789,3860,6,"User","livy","Table","ecatalogue","List Columns","bigger list","","","","","CatCatalogNumber=100;CatGeoName_tab=100#17","User|livy|Table|ecatalogue|List Columns|bigger list|CatCatalogNumber=100;CatGeoName_tab=100#17","","emu",2018-01-16,"21:18:04",2018-01-16,"21:18:04","emu","livy","","","",""
4790,3861,6,"User","livy","Table","ecatalogue","List Columns","collecting date","","","","","CatCatalogNumber=192;ParCollectingDateStart=191;CatSite=100#17","User|livy|Table|ecatalogue|List Columns|collecting date|CatCatalogNumber=192;ParCollectingDateStart=191;CatSite=100#17","","emu",2018-01-16,"21:18:04",2018-01-16,"21:18:04","emu","livy","","","",""
4791,3853,6,"User","livy","Table","ecatalogue","List Columns","Descriptive list","","","","","CatCatalogNumber=100;IdeTaxon_tab=100;CatDescription=100#17","User|livy|Table|ecatalogue|List Columns|Descriptive list|CatCatalogNumber=100;IdeTaxon_tab=100;CatDescription=100#17","","emu",2018-01-16,"21:18:04",2018-01-16,"21:18:04","emu","livy","","","",""
4792,3862,6,"User","livy","Table","ecatalogue","List Columns","element descriptive","","","","","CatCatalogNumber=227;PalElement_tab=227;CatDescription=229;PalCount_tab=100#17","User|livy|Table|ecatalogue|List Columns|element descriptive|CatCatalogNumber=227;PalElement_tab=227;CatDescription=229;PalCount_tab=100#17","","emu",2018-01-16,"21:18:04",2018-01-16,"21:18:04","emu","livy","","","",""
4793,3854,6,"User","livy","Table","ecatalogue","List Columns","Just catalog numbers","","","","","CatCatalogNumber=100#17","User|livy|Table|ecatalogue|List Columns|Just catalog numbers|CatCatalogNumber=100#17","","emu",2018-01-16,"21:18:04",2018-01-16,"21:18:04","emu","livy","","","",""
4794,3855,6,"User","livy","Table","ecatalogue","List Columns","Large Output","","","","","CatCatalogNumber=132;IdeTaxon_tab=100;CatDescription=100;ParParticipant_tab=100;ParCollectingDateStart=100;CatSite=482#17","User|livy|Table|ecatalogue|List Columns|Large Output|CatCatalogNumber=132;IdeTaxon_tab=100;CatDescription=100;ParParticipant_tab=100;ParCollectingDateStart=100;CatSite=482#17","","emu",2018-01-16,"21:18:04",2018-01-16,"21:18:04","emu","livy","","","",""
4795,3856,6,"User","livy","Table","ecatalogue","List Columns","Legacy data","","","","","CatCatalogNumber=110;AdmOriginalData=100#17","User|livy|Table|ecatalogue|List Columns|Legacy data|CatCatalogNumber=110;AdmOriginalData=100#17","","emu",2018-01-16,"21:18:04",2018-01-16,"21:18:04","emu","livy","","","",""
4796,3863,6,"User","livy","Table","ecatalogue","List Columns","location list","","","","","CatCatalogNumber=137;CatGeoName_tab=124;LocCurrentLocation=369#17","User|livy|Table|ecatalogue|List Columns|location list|CatCatalogNumber=137;CatGeoName_tab=124;LocCurrentLocation=369#17","","emu",2018-01-16,"21:18:04",2018-01-16,"21:18:04","emu","livy","","","",""
4797,3864,6,"User","livy","Table","ecatalogue","List Columns","locator","","","","","CatCatalogNumber=100;LocRequestedByHistory_tab=100;LocDateMoved=100#17","User|livy|Table|ecatalogue|List Columns|locator|CatCatalogNumber=100;LocRequestedByHistory_tab=100;LocDateMoved=100#17","","emu",2018-01-16,"21:18:04",2018-01-16,"21:18:04","emu","livy","","","",""
4798,3865,6,"User","livy","Table","ecatalogue","List Columns","notes list","","","","","CatCatalogNumber=318;IdeTaxon_tab=318;NteText0=313#17","User|livy|Table|ecatalogue|List Columns|notes list|CatCatalogNumber=318;IdeTaxon_tab=318;NteText0=313#17","","emu",2018-01-16,"21:18:04",2018-01-16,"21:18:04","emu","livy","","","",""
4799,3866,6,"User","livy","Table","ecatalogue","List Columns","other number","","","","","CatCatalogNumber=100;IdeTaxon_tab=100;MarNumber_tab=100;MarNumberSource_tab=100#17","User|livy|Table|ecatalogue|List Columns|other number|CatCatalogNumber=100;IdeTaxon_tab=100;MarNumber_tab=100;MarNumberSource_tab=100#17","","emu",2018-01-16,"21:18:04",2018-01-16,"21:18:04","emu","livy","","","",""
4800,3867,6,"User","livy","Table","ecatalogue","List Columns","parties","","","","","DetDeterminedBy_tab=100;ParParticipant_tab=100#17","User|livy|Table|ecatalogue|List Columns|parties|DetDeterminedBy_tab=100;ParParticipant_tab=100#17","","emu",2018-01-16,"21:18:04",2018-01-16,"21:18:04","emu","livy","","","",""
4801,3868,6,"User","livy","Table","ecatalogue","List Columns","publish status","","","","","CatCatalogNumber=100;AdmPublishWebNoPassword=100#17","User|livy|Table|ecatalogue|List Columns|publish status|CatCatalogNumber=100;AdmPublishWebNoPassword=100#17","","emu",2018-01-16,"21:18:04",2018-01-16,"21:18:04","emu","livy","","","",""
